customer_id,customer_name,city,age,address,contact,email,kyc_status
2395,Sneha Reddy,Delhi,42,"Delhi, India",9637579724,Unknown,Pending
2399,Amit Patel,Chennai,64,"Chennai, India",8440809489,Unknown,Rejected
2400,Amit Mehta,Mumbai,30,Unknown,9875281342,Unknown,Verified
2413,Unknown,Hyderabad,59,"Hyderabad, India",0,Unknown,Verified
2457,Kavya Kapur,Chennai,32,"Chennai, India",9480145308,Unknown,Rejected
2476,Kunal Iyer,Hyderabad,28,"Hyderabad, India",6275630049,Unknown,Unknown
2482,Amit Gupta,Chennai,21,"Chennai, India",7960171164,Unknown,Rejected
2504,Unknown,Chennai,58,"Chennai, India",7605475774,Unknown,Rejected
2515,Sneha Reddy,Hyderabad,19,"Hyderabad, India",7624855918,Unknown,Pending
2530,Riya Gupta,Mumbai,40,"Mumbai, India",6518178863,Unknown,Verified
2543,Neha Singh,Pune,27,"Pune, India",9456129675,Unknown,Unknown
2561,Kunal Singh,Mumbai,63,"Mumbai, India",7041722021,Unknown,Verified
2572,Sneha Iyer,Unknown,29,"Chennai, India",7396966740,Unknown,Verified
2586,Kunal Reddy,Unknown,37,"Mumbai, India",9241956404,Unknown,Pending
2589,Neha Mehta,Chennai,50,"Chennai, India",7183790491,Unknown,Rejected
2619,Rahul Reddy,Chennai,20,"Chennai, India",8755200485,Unknown,Pending
2620,Pooja Singh,Hyderabad,42,"Hyderabad, India",7026113472,Unknown,Verified
2628,Rahul Iyer,Chennai,60,"Chennai, India",7122287821,Unknown,Verified
2653,Swati Reddy,Mumbai,0,"Mumbai, India",0,Unknown,Rejected
2660,Swati Verma,Delhi,37,"Delhi, India",9294167028,Unknown,Verified
2672,Unknown,Pune,19,"Pune, India",6855483783,Unknown,Verified
2673,Vikas Verma,Chennai,35,"Chennai, India",7452474024,Unknown,Pending
2692,Ankit Mehta,Mumbai,40,"Mumbai, India",9559998142,Unknown,Verified
2720,Anjali Verma,Delhi,68,"Delhi, India",7810738403,Unknown,Verified
2742,Vikas Sharma,Delhi,37,Unknown,9891216784,Unknown,Pending
2751,Kavya Verma,Bangalore,34,"Bangalore, India",9800675313,Unknown,Pending
2761,Riya Sharma,Bangalore,60,"Bangalore, India",8816084749,Unknown,Rejected
2763,Rohit Reddy,Pune,65,"Pune, India",7740667626,Unknown,Verified
2767,Amit Verma,Mumbai,35,"Mumbai, India",9650628661,Unknown,Pending
2782,Ankit Singh,Delhi,0,"Delhi, India",8704586753,Unknown,Pending
2788,Ankit Verma,Delhi,58,"Delhi, India",7473633403,Unknown,Pending
2802,Vikas Patel,Mumbai,34,"Mumbai, India",6966766014,Unknown,Verified
2812,Kavya Reddy,Mumbai,0,"Mumbai, India",8290343001,Unknown,Unknown
2828,Pooja Kapur,Unknown,66,"Pune, India",9246541108,Unknown,Pending
2829,Kavya Iyer,Delhi,58,"Delhi, India",9110289481,Unknown,Pending
2857,Pooja Reddy,Hyderabad,60,Unknown,7555816631,Unknown,Rejected
2876,Rahul Patel,Hyderabad,70,Unknown,9462659596,Unknown,Rejected
2888,Sneha Gupta,Pune,62,"Pune, India",6999290992,Unknown,Rejected
2908,Riya Iyer,Chennai,40,Unknown,7051688957,Unknown,Rejected
2927,Swati Patel,Delhi,48,"Delhi, India",0,Unknown,Pending
2928,Rohit Gupta,Bangalore,18,"Bangalore, India",0,Unknown,Verified
2933,Suresh Singh,Pune,68,"Pune, India",0,Unknown,Pending
2947,Sneha Mehta,Chennai,54,"Chennai, India",8778625205,Unknown,Rejected
2957,Swati Mehta,Mumbai,41,"Mumbai, India",9981536167,Unknown,Pending
2964,Anjali Verma,Bangalore,32,"Bangalore, India",6009012709,Unknown,Verified
2979,Unknown,Delhi,39,"Delhi, India",7097498319,Unknown,Verified
2987,Anjali Singh,Mumbai,52,"Mumbai, India",8007692595,Unknown,Verified
2991,Unknown,Unknown,54,"Mumbai, India",9663697831,Unknown,Rejected
1001,Neha Gupta,Hyderabad,59,"Hyderabad, India",6181590830,neha.gupta1001@gmail.com,Unknown
1018,Swati Reddy,Bangalore,31,"Bangalore, India",9990751163,swati.reddy1018@gmail.com,Unknown
1028,Anjali Kapur,Hyderabad,30,"Hyderabad, India",8515058770,anjali.kapur1028@gmail.com,Unknown
1029,Neha Singh,Pune,36,"Pune, India",6131144024,neha.singh1029@gmail.com,Unknown
1041,Rahul Verma,Chennai,52,"Chennai, India",7740718818,rahul.verma1041@gmail.com,Unknown
1044,Vikas Reddy,Chennai,49,"Chennai, India",8847771834,vikas.reddy1044@gmail.com,Unknown
1089,Vikas Singh,Mumbai,58,Unknown,8788914865,vikas.singh1089@gmail.com,Unknown
1118,Sneha Mehta,Hyderabad,21,"Hyderabad, India",6166594134,sneha.mehta1118@gmail.com,Unknown
1120,Pooja Mehta,Hyderabad,36,"Hyderabad, India",7753464627,pooja.mehta1120@gmail.com,Unknown
1131,Rahul Singh,Pune,57,"Pune, India",9929130721,rahul.singh1131@gmail.com,Unknown
1138,Suresh Gupta,Mumbai,41,"Mumbai, India",7676749544,suresh.gupta1138@gmail.com,Unknown
1160,Arjun Sharma,Bangalore,63,"Bangalore, India",7569041778,arjun.sharma1160@gmail.com,Unknown
1164,Riya Mehta,Delhi,70,"Delhi, India",6669980605,riya.mehta1164@gmail.com,Unknown
1179,Pooja Patel,Mumbai,61,Unknown,6831658689,pooja.patel1179@gmail.com,Unknown
1192,Pooja Reddy,Chennai,43,"Chennai, India",9934783372,pooja.reddy1192@gmail.com,Unknown
1196,Rohit Iyer,Delhi,19,"Delhi, India",8560736512,rohit.iyer1196@gmail.com,Unknown
1210,Arjun Gupta,Unknown,0,"Chennai, India",7276107733,arjun.gupta1210@gmail.com,Unknown
1211,Pooja Verma,Mumbai,57,"Mumbai, India",9241086517,pooja.verma1211@gmail.com,Unknown
1217,Vikas Singh,Unknown,54,"Pune, India",6617288818,vikas.singh1217@gmail.com,Unknown
1229,Neha Patel,Pune,41,"Pune, India",7352230767,neha.patel1229@gmail.com,Unknown
1268,Kavya Kapur,Unknown,35,"Mumbai, India",7743399767,kavya.kapur1268@gmail.com,Unknown
1287,Priya Singh,Chennai,58,"Chennai, India",6143339783,priya.singh1287@gmail.com,Unknown
1294,Pooja Iyer,Chennai,63,"Chennai, India",9807750018,pooja.iyer1294@gmail.com,Unknown
1303,Neha Mehta,Hyderabad,49,"Hyderabad, India",8522886423,neha.mehta1303@gmail.com,Unknown
1318,Riya Patel,Unknown,55,"Pune, India",9190726377,riya.patel1318@gmail.com,Unknown
1320,Kunal Verma,Mumbai,0,"Mumbai, India",6633089640,kunal.verma1320@gmail.com,Unknown
1322,Anjali Verma,Mumbai,19,"Mumbai, India",6889998108,anjali.verma1322@gmail.com,Unknown
1346,Swati Reddy,Mumbai,0,"Mumbai, India",8873933734,swati.reddy1346@gmail.com,Unknown
1380,Amit Reddy,Delhi,31,"Delhi, India",8851907996,amit.reddy1380@gmail.com,Unknown
1391,Anjali Gupta,Hyderabad,0,"Hyderabad, India",6075866942,anjali.gupta1391@gmail.com,Unknown
1393,Suresh Iyer,Mumbai,26,"Mumbai, India",6957774580,suresh.iyer1393@gmail.com,Unknown
1400,Rahul Patel,Pune,68,"Pune, India",6770956820,rahul.patel1400@gmail.com,Unknown
1401,Rohit Patel,Delhi,62,"Delhi, India",9208805639,rohit.patel1401@gmail.com,Unknown
1403,Sneha Kapur,Delhi,54,"Delhi, India",9417026196,sneha.kapur1403@gmail.com,Unknown
1428,Vikas Patel,Pune,69,"Pune, India",9419722176,vikas.patel1428@gmail.com,Unknown
1430,Pooja Mehta,Chennai,70,"Chennai, India",8277202186,pooja.mehta1430@gmail.com,Unknown
1433,Ankit Iyer,Chennai,50,Unknown,7806692084,ankit.iyer1433@gmail.com,Unknown
1464,Swati Sharma,Mumbai,30,"Mumbai, India",9091863493,swati.sharma1464@gmail.com,Unknown
1481,Sneha Singh,Mumbai,24,Unknown,9535158844,sneha.singh1481@gmail.com,Unknown
1483,Arjun Iyer,Chennai,29,"Chennai, India",8493672141,arjun.iyer1483@gmail.com,Unknown
1494,Suresh Verma,Delhi,46,"Delhi, India",6170076816,suresh.verma1494@gmail.com,Unknown
1503,Swati Verma,Mumbai,28,"Mumbai, India",6681551262,swati.verma1503@gmail.com,Unknown
1505,Suresh Patel,Chennai,0,"Chennai, India",8225629744,suresh.patel1505@gmail.com,Unknown
1560,Suresh Verma,Delhi,41,"Delhi, India",9286972051,suresh.verma1560@gmail.com,Unknown
1562,Priya Kapur,Delhi,26,"Delhi, India",9276224628,priya.kapur1562@gmail.com,Unknown
1582,Amit Singh,Pune,54,"Pune, India",6275266946,amit.singh1582@gmail.com,Unknown
1590,Kavya Reddy,Mumbai,51,"Mumbai, India",7356535938,kavya.reddy1590@gmail.com,Unknown
1603,Amit Reddy,Mumbai,48,"Mumbai, India",9372187810,amit.reddy1603@gmail.com,Unknown
1676,Suresh Mehta,Delhi,23,"Delhi, India",7186047880,suresh.mehta1676@gmail.com,Unknown
1682,Sneha Sharma,Bangalore,18,"Bangalore, India",9878182494,sneha.sharma1682@gmail.com,Unknown
1710,Kunal Sharma,Hyderabad,46,"Hyderabad, India",7971510926,kunal.sharma1710@gmail.com,Unknown
1712,Swati Iyer,Chennai,43,"Chennai, India",6400581461,swati.iyer1712@gmail.com,Unknown
1736,Rohit Patel,Delhi,45,"Delhi, India",8682884108,rohit.patel1736@gmail.com,Unknown
1737,Arjun Mehta,Hyderabad,19,"Hyderabad, India",7203848238,arjun.mehta1737@gmail.com,Unknown
1763,Arjun Kapur,Bangalore,68,"Bangalore, India",7406971205,arjun.kapur1763@gmail.com,Unknown
1770,Riya Sharma,Chennai,34,"Chennai, India",9808903372,riya.sharma1770@gmail.com,Unknown
1778,Vikas Kapur,Hyderabad,44,"Hyderabad, India",7602698595,vikas.kapur1778@gmail.com,Unknown
1789,Riya Iyer,Delhi,27,Unknown,8905971819,riya.iyer1789@gmail.com,Unknown
1805,Vikas Sharma,Pune,23,"Pune, India",8851761741,vikas.sharma1805@gmail.com,Unknown
1866,Priya Kapur,Hyderabad,59,"Hyderabad, India",7844266262,priya.kapur1866@gmail.com,Unknown
1877,Pooja Reddy,Mumbai,20,"Mumbai, India",9468275303,pooja.reddy1877@gmail.com,Unknown
1880,Priya Singh,Pune,43,"Pune, India",9304640560,priya.singh1880@gmail.com,Unknown
1888,Kavya Reddy,Delhi,18,"Delhi, India",9567533150,kavya.reddy1888@gmail.com,Unknown
1895,Rohit Iyer,Bangalore,46,Unknown,9648015620,rohit.iyer1895@gmail.com,Unknown
1896,Suresh Iyer,Unknown,28,"Mumbai, India",6314994448,suresh.iyer1896@gmail.com,Unknown
1909,Ankit Patel,Chennai,18,"Chennai, India",6673663203,ankit.patel1909@gmail.com,Unknown
1910,Suresh Mehta,Bangalore,66,"Bangalore, India",6592527497,suresh.mehta1910@gmail.com,Unknown
1935,Pooja Kapur,Mumbai,62,"Mumbai, India",7815024130,pooja.kapur1935@gmail.com,Unknown
1998,Amit Kapur,Hyderabad,59,"Hyderabad, India",7938394186,amit.kapur1998@gmail.com,Unknown
2004,Amit Gupta,Hyderabad,24,"Hyderabad, India",8775020868,amit.gupta2004@gmail.com,Unknown
2011,Anjali Kapur,Delhi,59,"Delhi, India",6797644331,anjali.kapur2011@gmail.com,Unknown
2023,Neha Singh,Pune,59,"Pune, India",8871867446,neha.singh2023@gmail.com,Unknown
2033,Swati Singh,Bangalore,38,"Bangalore, India",7121318111,swati.singh2033@gmail.com,Unknown
2042,Anjali Iyer,Chennai,26,"Chennai, India",6484608424,anjali.iyer2042@gmail.com,Unknown
2053,Kunal Iyer,Chennai,33,Unknown,7916019697,kunal.iyer2053@gmail.com,Unknown
2061,Ankit Singh,Hyderabad,25,"Hyderabad, India",7804274723,ankit.singh2061@gmail.com,Unknown
2077,Riya Reddy,Bangalore,19,"Bangalore, India",8207940536,riya.reddy2077@gmail.com,Unknown
2079,Vikas Verma,Mumbai,43,"Mumbai, India",8390065862,vikas.verma2079@gmail.com,Unknown
2100,Pooja Gupta,Unknown,26,"Pune, India",9555298560,pooja.gupta2100@gmail.com,Unknown
2102,Priya Verma,Mumbai,22,"Mumbai, India",7432153570,priya.verma2102@gmail.com,Unknown
2107,Anjali Patel,Chennai,0,"Chennai, India",6150027768,anjali.patel2107@gmail.com,Unknown
2114,Swati Reddy,Delhi,43,"Delhi, India",8669963841,swati.reddy2114@gmail.com,Unknown
2119,Pooja Sharma,Delhi,36,"Delhi, India",9841595554,pooja.sharma2119@gmail.com,Unknown
2134,Riya Sharma,Unknown,47,"Bangalore, India",9853686142,riya.sharma2134@gmail.com,Unknown
2137,Anjali Reddy,Chennai,30,"Chennai, India",6256703004,anjali.reddy2137@gmail.com,Unknown
2185,Priya Sharma,Pune,37,"Pune, India",8327453413,priya.sharma2185@gmail.com,Unknown
2192,Kunal Kapur,Delhi,70,Unknown,7655398571,kunal.kapur2192@gmail.com,Unknown
2210,Neha Singh,Delhi,62,"Delhi, India",7886665872,neha.singh2210@gmail.com,Unknown
2225,Swati Patel,Bangalore,42,"Bangalore, India",8085798658,swati.patel2225@gmail.com,Unknown
2226,Sneha Sharma,Unknown,59,"Mumbai, India",6189431580,sneha.sharma2226@gmail.com,Unknown
2240,Neha Verma,Hyderabad,32,"Hyderabad, India",7771163403,neha.verma2240@gmail.com,Unknown
2251,Kavya Kapur,Hyderabad,56,Unknown,7850053642,kavya.kapur2251@gmail.com,Unknown
2270,Arjun Patel,Delhi,45,"Delhi, India",8642082234,arjun.patel2270@gmail.com,Unknown
2271,Pooja Reddy,Mumbai,27,"Mumbai, India",7549698357,pooja.reddy2271@gmail.com,Unknown
2317,Amit Iyer,Pune,0,"Pune, India",9952890943,amit.iyer2317@gmail.com,Unknown
2323,Amit Kapur,Hyderabad,28,"Hyderabad, India",6794473943,amit.kapur2323@gmail.com,Unknown
2331,Kavya Kapur,Chennai,27,"Chennai, India",6034562774,kavya.kapur2331@gmail.com,Unknown
2337,Suresh Verma,Chennai,0,"Chennai, India",8696732762,suresh.verma2337@gmail.com,Unknown
2344,Kavya Singh,Pune,59,"Pune, India",7203517732,kavya.singh2344@gmail.com,Unknown
2351,Arjun Mehta,Bangalore,66,"Bangalore, India",8678900866,arjun.mehta2351@gmail.com,Unknown
2362,Kunal Reddy,Delhi,43,"Delhi, India",7953762332,kunal.reddy2362@gmail.com,Unknown
2364,Anjali Reddy,Delhi,32,"Delhi, India",8305783933,anjali.reddy2364@gmail.com,Unknown
2366,Swati Iyer,Hyderabad,68,"Hyderabad, India",8585140315,swati.iyer2366@gmail.com,Unknown
2369,Rahul Reddy,Pune,21,"Pune, India",8848526752,rahul.reddy2369@gmail.com,Unknown
2375,Pooja Singh,Bangalore,60,Unknown,7265888003,pooja.singh2375@gmail.com,Unknown
2428,Amit Kapur,Mumbai,64,"Mumbai, India",9690418380,amit.kapur2428@gmail.com,Unknown
2438,Vikas Verma,Hyderabad,57,"Hyderabad, India",6816823235,vikas.verma2438@gmail.com,Unknown
2440,Anjali Kapur,Hyderabad,33,"Hyderabad, India",6985434686,anjali.kapur2440@gmail.com,Unknown
2458,Swati Iyer,Hyderabad,59,"Hyderabad, India",9679204911,swati.iyer2458@gmail.com,Unknown
2474,Kunal Gupta,Pune,41,"Pune, India",8196432361,kunal.gupta2474@gmail.com,Unknown
2498,Pooja Sharma,Mumbai,45,"Mumbai, India",8271458362,pooja.sharma2498@gmail.com,Unknown
2499,Riya Singh,Pune,61,"Pune, India",6785059185,riya.singh2499@gmail.com,Unknown
2531,Arjun Mehta,Chennai,0,Unknown,7872522720,arjun.mehta2531@gmail.com,Unknown
2554,Riya Kapur,Hyderabad,59,"Hyderabad, India",9980397160,riya.kapur2554@gmail.com,Unknown
2590,Kavya Singh,Mumbai,0,"Mumbai, India",8048520488,kavya.singh2590@gmail.com,Unknown
2636,Riya Patel,Unknown,0,"Chennai, India",7289619641,riya.patel2636@gmail.com,Unknown
2668,Anjali Gupta,Mumbai,18,"Mumbai, India",7726458666,anjali.gupta2668@gmail.com,Unknown
2682,Suresh Iyer,Hyderabad,35,Unknown,6150200848,suresh.iyer2682@gmail.com,Unknown
2683,Rohit Singh,Delhi,47,"Delhi, India",8180279753,rohit.singh2683@gmail.com,Unknown
2694,Amit Singh,Mumbai,49,"Mumbai, India",7226078871,amit.singh2694@gmail.com,Unknown
2704,Anjali Mehta,Mumbai,20,"Mumbai, India",8083160379,anjali.mehta2704@gmail.com,Unknown
2708,Kunal Gupta,Delhi,54,"Delhi, India",9908566608,kunal.gupta2708@gmail.com,Unknown
2722,Riya Iyer,Pune,67,"Pune, India",6040009319,riya.iyer2722@gmail.com,Unknown
2724,Swati Mehta,Delhi,59,"Delhi, India",9392450197,swati.mehta2724@gmail.com,Unknown
2750,Suresh Patel,Delhi,23,"Delhi, India",8806407421,suresh.patel2750@gmail.com,Unknown
2760,Sneha Mehta,Pune,53,"Pune, India",7635855992,sneha.mehta2760@gmail.com,Unknown
2764,Anjali Mehta,Delhi,62,"Delhi, India",8395071167,anjali.mehta2764@gmail.com,Unknown
2779,Rohit Sharma,Pune,58,"Pune, India",6997558921,rohit.sharma2779@gmail.com,Unknown
2819,Amit Singh,Mumbai,22,"Mumbai, India",7049309251,amit.singh2819@gmail.com,Unknown
2821,Riya Reddy,Bangalore,51,"Bangalore, India",6603457191,riya.reddy2821@gmail.com,Unknown
2825,Ankit Kapur,Delhi,63,"Delhi, India",7239689241,ankit.kapur2825@gmail.com,Unknown
2845,Kavya Iyer,Pune,59,"Pune, India",9596220146,kavya.iyer2845@gmail.com,Unknown
2859,Neha Mehta,Unknown,40,"Hyderabad, India",7018717984,neha.mehta2859@gmail.com,Unknown
2861,Suresh Reddy,Delhi,0,"Delhi, India",8427018904,suresh.reddy2861@gmail.com,Unknown
2866,Vikas Kapur,Mumbai,62,Unknown,7896961753,vikas.kapur2866@gmail.com,Unknown
2872,Kunal Iyer,Chennai,0,"Chennai, India",8084171731,kunal.iyer2872@gmail.com,Unknown
2878,Ankit Kapur,Hyderabad,21,"Hyderabad, India",6891831258,ankit.kapur2878@gmail.com,Unknown
2879,Rahul Kapur,Mumbai,56,"Mumbai, India",6485220373,rahul.kapur2879@gmail.com,Unknown
